Nom,Lien,Prix,Lieu,Taille,Taille_terrain,Pieces,Prix au m2
Maison 145m² à loudeac,https://www.etreproprio.com/immobilier-23293057-vente-maison-145m-a-loudeac-loudeac,172250.0,Loudeac 22600,145.0,816,7.0,1188.0
Maison 144m² à loudeac,https://www.etreproprio.com/immobilier-23278564-vente-maison-144m-a-loudeac-loudeac,172000.0,Loudeac 22600,144.0,,7.0,1194.0
Maison 107m² à loudeac,https://www.etreproprio.com/immobilier-21813425-vente-maison-107m-a-loudeac-loudeac,157500.0,Loudeac 22600,107.0,483,6.0,1472.0
Maison 97m² à loudeac,https://www.etreproprio.com/immobilier-22094554-vente-maison-97m-a-loudeac-loudeac,143000.0,Loudeac 22600,97.0,2 400,5.0,1474.0
Maison 108m² à loudeac,https://www.etreproprio.com/immobilier-23189934-vente-maison-108m-a-loudeac-loudeac,240000.0,Loudeac 22600,108.0,536,5.0,2222.0
Maison de ville quartier recherché,https://www.etreproprio.com/immobilier-22510184-vente-maison-de-ville-quartier-recherche-loudeac,159000.0,Loudeac 22600,150.0,400,4.0,1060.0
Maison 145m² à loudeac,https://www.etreproprio.com/immobilier-23165807-vente-maison-145m-a-loudeac-loudeac,295000.0,Loudeac 22600,145.0,985,6.0,2034.0
Maison 187m² à loudeac,https://www.etreproprio.com/immobilier-23154744-vente-maison-187m-a-loudeac-loudeac,284000.0,Loudeac 22600,187.0,3 714,6.0,1519.0
Maison 165m² à loudeac,https://www.etreproprio.com/immobilier-21821090-vente-maison-165m-a-loudeac-loudeac,197400.0,Loudeac 22600,165.0,431,7.0,1196.0
Maison 79m² à loudeac,https://www.etreproprio.com/immobilier-22974516-vente-maison-79m-a-loudeac-loudeac,99000.0,Loudeac 22600,79.0,518,3.0,1253.0
Maison 126m² à loudeac,https://www.etreproprio.com/immobilier-22309011-vente-maison-126m-a-loudeac-loudeac,183700.0,Loudeac 22600,126.0,,8.0,1458.0
Maison 126m² à loudeac,https://www.etreproprio.com/immobilier-22723693-vente-maison-126m-a-loudeac-loudeac,183750.0,Loudeac 22600,126.0,3 105,6.0,1458.0
Loudeac - maison de caractere avec dependance a renover,https://www.etreproprio.com/immobilier-22712389-vente-loudeac-maison-de-caractere-avec-dependance-a-renover-loudeac,295400.0,Loudeac 22600,199.0,1 940,9.0,1484.0
Maison 192m² à loudeac,https://www.etreproprio.com/immobilier-22629890-vente-maison-192m-a-loudeac-loudeac,273000.0,Loudeac 22600,192.0,2 789,9.0,1422.0
Maison 103m² à loudeac,https://www.etreproprio.com/immobilier-22039119-vente-maison-103m-a-loudeac-loudeac,156750.0,Loudeac 22600,103.0,670,5.0,1522.0
Maison 320m² à loudeac,https://www.etreproprio.com/immobilier-21764668-vente-maison-320m-a-loudeac-loudeac,490000.0,Loudeac 22600,320.0,6 702,10.0,1531.0
Maison 58m² à loudeac,https://www.etreproprio.com/immobilier-21700389-vente-maison-58m-a-loudeac-loudeac,127800.0,Loudeac 22600,58.0,,3.0,2203.0
Maison 95m² à la malhoure,https://www.etreproprio.com/immobilier-23630922-vente-maison-95m-a-la-malhoure-la-malhoure,229000.0,La Malhoure 22640,95.0,552,4.0,2411.0
Maison à vendre,https://www.etreproprio.com/immobilier-23386187-vente-maison-a-vendre-la-malhoure,383568.0,La Malhoure 22640,200.0,7 629,8.0,1918.0
Maison 90m² à mantallot,https://www.etreproprio.com/immobilier-23153443-vente-maison-90m-a-mantallot-mantallot,174990.0,Mantallot 22450,96.0,1 172,4.0,1823.0
Maison 143m² à mantallot,https://www.etreproprio.com/immobilier-21733761-vente-maison-143m-a-mantallot-mantallot,299000.0,Mantallot 22450,143.0,986,7.0,2091.0
Maison 146m² à mantallot,https://www.etreproprio.com/immobilier-21868324-vente-maison-146m-a-mantallot-mantallot,303000.0,Mantallot 22450,146.0,986,6.0,2075.0
Maison de 100m2 sur un terrain de 535m2,https://www.etreproprio.com/immobilier-21662673-vente-maison-de-100m2-sur-un-terrain-de-535m2-loudeac,99000.0,Loudeac 22600,100.0,535,4.0,990.0
Maison 78m² à loudeac,https://www.etreproprio.com/immobilier-19726529-vente-maison-78m-a-loudeac-loudeac,426000.0,Loudeac 22600,78.0,5 083,3.0,5462.0
Maison en pierre avec local commercial ? matignon centre,https://www.etreproprio.com/immobilier-23901565-vente-maison-en-pierre-avec-local-commercial-matignon-centre-matignon,374400.0,Matignon 22550,229.0,529,7.0,1635.0
Maison 154m² à matignon,https://www.etreproprio.com/immobilier-23820322-vente-maison-154m-a-matignon-matignon,259000.0,Matignon 22550,154.0,1 615,8.0,1682.0
Maison 97m² à matignon,https://www.etreproprio.com/immobilier-23719197-vente-maison-97m-a-matignon-matignon,335000.0,Matignon 22550,97.0,364,4.0,3454.0
Maison matignon,https://www.etreproprio.com/immobilier-22504362-vente-maison-matignon-matignon,286000.0,Matignon 22550,113.0,2 632,6.0,2531.0
Saint germain de la mer - ravissante maison en pierre 4 chambres et vue mer,https://www.etreproprio.com/immobilier-21180051-vente-saint-germain-de-la-mer-ravissante-maison-en-pierre-4-chambres-et-vue-mer-matignon,725000.0,Matignon 22550,163.0,4 551,7.0,4448.0
Bourg de matignon - maison de plain-pied,https://www.etreproprio.com/immobilier-23606292-vente-bourg-de-matignon-maison-de-plain-pied-matignon,340600.0,Matignon 22550,100.0,364,4.0,3406.0
Au coeur de matignon  au calme maison en pierre avec garage et cour fermee,https://www.etreproprio.com/immobilier-22590433-vente-au-coeur-de-matignon-au-calme-maison-en-pierre-avec-garage-et-cour-fermee-matignon,190000.0,Matignon 22550,86.0,,4.0,2209.0
Maison 127m² à matignon,https://www.etreproprio.com/immobilier-23446634-vente-maison-127m-a-matignon-matignon,299900.0,Matignon 22550,127.0,1 580,5.0,2361.0
Au coeur de matignon ensemble immobilier maison d'habitation de 4 chambres + local commercial,https://www.etreproprio.com/immobilier-23428752-vente-au-coeur-de-matignon-ensemble-immobilier-maison-d-habitation-de-4-chambres-local-commercial-matignon,374400.0,Matignon 22550,159.0,529,6.0,2355.0
"Ensemble immobilier: maison, appart, commerce",https://www.etreproprio.com/immobilier-21855686-vente-ensemble-immobilier-maison-appart-commerce-matignon,374400.0,Matignon 22550,159.0,529,7.0,2355.0
Maison 103m² à matignon,https://www.etreproprio.com/immobilier-23355836-vente-maison-103m-a-matignon-matignon,341550.0,Matignon 22550,103.0,857,5.0,3316.0
Maison 144m² à matignon,https://www.etreproprio.com/immobilier-21655016-vente-maison-144m-a-matignon-matignon,,Matignon 22550,144.0,1 133,5.0,
Maison 5 chambres matignon,https://www.etreproprio.com/immobilier-22917390-vente-maison-5-chambres-matignon-matignon,344850.0,Matignon 22550,114.0,682,6.0,3025.0
Maison 113m² à matignon,https://www.etreproprio.com/immobilier-22332016-vente-maison-113m-a-matignon-matignon,,Matignon 22550,113.0,215,6.0,
Rare a la vente ! appartement triplex de 240m² centre matignon,https://www.etreproprio.com/immobilier-22435591-vente-rare-a-la-vente-appartement-triplex-de-240m-centre-matignon-matignon,398240.0,Matignon 22550,235.0,366,6.0,1695.0
Matignon centre,https://www.etreproprio.com/immobilier-22504365-vente-matignon-centre-matignon,399000.0,Matignon 22550,235.0,,6.0,1698.0
Maison 123m² à matignon,https://www.etreproprio.com/immobilier-20568537-vente-maison-123m-a-matignon-matignon,355000.0,Matignon 22550,124.0,388,5.0,2863.0
Grande maison en granit au coeur de matignon,https://www.etreproprio.com/immobilier-21842418-vente-grande-maison-en-granit-au-coeur-de-matignon-matignon,524000.0,Matignon 22550,226.0,936,9.0,2319.0
Matignon - maison en pierre dans le bourg,https://www.etreproprio.com/immobilier-18680843-vente-matignon-maison-en-pierre-dans-le-bourg-matignon,522500.0,Matignon 22550,235.0,936,10.0,2223.0
Maison de 6 pièces de 85 m² située à la méaugon,https://www.etreproprio.com/immobilier-23866286-vente-maison-de-6-pieces-de-85-m-situee-a-la-meaugon-la-meaugon,188000.0,La Meaugon 22440,84.0,519,6.0,2238.0
Maison 85m² à la meaugon,https://www.etreproprio.com/immobilier-23856781-vente-maison-85m-a-la-meaugon-la-meaugon,188000.0,La Meaugon 22440,85.0,519,6.0,2212.0
Maison 119m² à la meaugon,https://www.etreproprio.com/immobilier-22967375-vente-maison-119m-a-la-meaugon-la-meaugon,259875.0,La Meaugon 22440,119.0,,5.0,2184.0
A vendre maison la meaugon,https://www.etreproprio.com/immobilier-22696269-vente-a-vendre-maison-la-meaugon-la-meaugon,189900.0,La Meaugon 22440,110.0,3 950,5.0,1726.0
Vente maison la meaugon(22440) 101 555ï¿œ,https://www.etreproprio.com/immobilier-23046709-vente-vente-maison-la-meaugon22440-101-555i-oe-la-meaugon,101555.0,La Meaugon 22440,70.0,730,1.0,1451.0
Charmante maison de village,https://www.etreproprio.com/immobilier-23624826-vente-charmante-maison-de-village-megrit,138000.0,Megrit 22270,65.0,45,4.0,2123.0
Jolie maison traditionnelle megrit,https://www.etreproprio.com/immobilier-23033102-vente-jolie-maison-traditionnelle-megrit-megrit,227000.0,Megrit 22270,94.0,,4.0,2415.0
Maison de campagne en deux logements proche commodités,https://www.etreproprio.com/immobilier-23803498-vente-maison-de-campagne-en-deux-logements-proche-commodites-mellionnec,127500.0,Mellionnec 22110,90.0,5 300,6.0,1417.0
"Mellionnec, maison à vendre",https://www.etreproprio.com/immobilier-22620092-vente-mellionnec-maison-a-vendre-mellionnec,81000.0,Mellionnec 22110,65.0,1 105,3.0,1246.0
"Mellionnec, maison à vendre",https://www.etreproprio.com/immobilier-21148278-vente-mellionnec-maison-a-vendre-mellionnec,136500.0,Mellionnec 22110,67.0,182,4.0,2037.0
"Longère rénovée en pierres très lumineuse, à vendre, 4 pièces  (22) au calme à la campagne avec grand terrain et dépendances",https://www.etreproprio.com/immobilier-23595541-vente-longere-renovee-en-pierres-tres-lumineuse-a-vendre-4-pieces-22-au-calme-a-la-campagne-avec-grand-terrain-et-dependances-mellionnec,229900.0,Mellionnec 22110,96.0,4 845,4.0,2395.0
Maison de 70 m2 sur terrain de 6638 m2 avec dépendances   environnement calme et boisé,https://www.etreproprio.com/immobilier-22877348-vente-maison-de-70-m2-sur-terrain-de-6638-m2-avec-dependances-environnement-calme-et-boise-mellionnec,69000.0,Mellionnec 22110,70.0,6 638,2.0,986.0
Maison 201m² à mellionnec,https://www.etreproprio.com/immobilier-23512365-vente-maison-201m-a-mellionnec-mellionnec,463550.0,Mellionnec 22110,201.0,130 000,10.0,2306.0
"Mellionnec, maison à vendre",https://www.etreproprio.com/immobilier-23186946-vente-mellionnec-maison-a-vendre-mellionnec,86400.0,Mellionnec 22110,85.0,809,6.0,1016.0
Mellionnec maison en pierre sous ardoises a renover 2 pieces 55m² parcelle attenante de 292 m²,https://www.etreproprio.com/immobilier-22908716-vente-mellionnec-maison-en-pierre-sous-ardoises-a-renover-2-pieces-55m-parcelle-attenante-de-292-m-mellionnec,55000.0,Mellionnec 22110,55.0,292,2.0,1000.0
Maison 55m² à mellionnec,https://www.etreproprio.com/immobilier-22898020-vente-maison-55m-a-mellionnec-mellionnec,74400.0,Mellionnec 22110,55.0,6 638,2.0,1353.0
Merdrignac 102 m2 bourg,https://www.etreproprio.com/immobilier-23841547-vente-merdrignac-102-m2-bourg-merdrignac,205530.0,Merdrignac 22230,102.0,1 165,5.0,2015.0
Maison 172m² à merdrignac,https://www.etreproprio.com/immobilier-23361927-vente-maison-172m-a-merdrignac-merdrignac,197500.0,Merdrignac 22230,172.0,1 514,8.0,1148.0
Maison 63m² à merdrignac,https://www.etreproprio.com/immobilier-22495679-vente-maison-63m-a-merdrignac-merdrignac,70000.0,Merdrignac 22230,64.0,288,3.0,1094.0
Maison  5 pièce(s) 130 m2,https://www.etreproprio.com/immobilier-23485070-vente-maison-5-pieces-130-m2-merdrignac,226000.0,Merdrignac 22230,130.0,5 000,5.0,1738.0
Merdrignac maison de bourg,https://www.etreproprio.com/immobilier-22204807-vente-merdrignac-maison-de-bourg-merdrignac,69500.0,Merdrignac 22230,64.0,288,2.0,1086.0
Maison 159 m2 - terrain de 2287 m²,https://www.etreproprio.com/immobilier-22205498-vente-maison-159-m2-terrain-de-2287-m-merdrignac,245000.0,Merdrignac 22230,159.0,2 287,7.0,1541.0
Maison merdrignac 6 pièce(s) 125 m2,https://www.etreproprio.com/immobilier-23420855-vente-maison-merdrignac-6-pieces-125-m2-merdrignac,131000.0,Merdrignac 22230,125.0,1 588,6.0,1048.0
Maison 130m² à merdrignac,https://www.etreproprio.com/immobilier-23331826-vente-maison-130m-a-merdrignac-merdrignac,226000.0,Merdrignac 22230,130.0,5 000,5.0,1738.0
Campagne de meneac jolie maison en pierre de 96 m2 grand terrain,https://www.etreproprio.com/immobilier-23106735-vente-campagne-de-meneac-jolie-maison-en-pierre-de-96-m2-grand-terrain-merdrignac,111300.0,Merdrignac 22230,96.0,2 800,3.0,1159.0
Maison 60m² à merdrignac,https://www.etreproprio.com/immobilier-22379242-vente-maison-60m-a-merdrignac-merdrignac,64500.0,Merdrignac 22230,60.0,328,4.0,1075.0
"Côtes d'armor  belle maison  en pierres de caractère 3 chambres, 3 gîtes, piscine chauffée, jardin exceptionnel, dépendances",https://www.etreproprio.com/immobilier-22725946-vente-cotes-d-armor-belle-maison-en-pierres-de-caractere-3-chambres-3-gites-piscine-chauffee-jardin-exceptionnel-dependances-merdrignac,441000.0,Merdrignac 22230,315.0,4 686,13.0,1400.0
Maison 42m² à merdrignac,https://www.etreproprio.com/immobilier-22708392-vente-maison-42m-a-merdrignac-merdrignac,69103.0,Merdrignac 22230,42.0,1 592,2.0,1645.0
"Côtes d'armor maison avec garage, terrain, puits, et dépendances",https://www.etreproprio.com/immobilier-22596195-vente-cotes-d-armor-maison-avec-garage-terrain-puits-et-dependances-merdrignac,79500.0,Merdrignac 22230,64.0,3 300,5.0,1242.0
Maison merdrignac 10 pièce(s) 260 m2,https://www.etreproprio.com/immobilier-22586652-vente-maison-merdrignac-10-pieces-260-m2-merdrignac,467500.0,Merdrignac 22230,260.0,2 708,10.0,1798.0
10 minutes de merdrignac,https://www.etreproprio.com/immobilier-20383083-vente-10-minutes-de-merdrignac-merdrignac,259000.0,Merdrignac 22230,130.0,8 910,4.0,1992.0
Maison 196m² à merillac,https://www.etreproprio.com/immobilier-23178465-vente-maison-196m-a-merillac-merillac,167000.0,Merillac 22230,196.0,1 434,9.0,852.0
Authentique maison en pierre de 150 m² avec terrain de 12 000 m² en bord de rance,https://www.etreproprio.com/immobilier-23737793-vente-authentique-maison-en-pierre-de-150-m-avec-terrain-de-12-000-m-en-bord-de-rance-merillac,192960.0,Merillac 22230,150.0,,6.0,1286.0
coup de cœur assuré – à vendre maison plein pied   4 chambres  130m²,https://www.etreproprio.com/immobilier-21974202-vente-coup-de-coeur-assure-a-vendre-maison-plein-pied-4-chambres-130m-merillac,239500.0,Merillac 22230,101.0,2 850,6.0,2371.0
"Côtes-d'armor, maison en pierre indépendante, impeccable, 4/5 chambres (années 1800) dans un cadre campagnard paisible",https://www.etreproprio.com/immobilier-23861857-vente-cotes-d-armor-maison-en-pierre-independante-impeccable-45-chambres-annees-1800-dans-un-cadre-campagnard-paisible-merleac,273000.0,Merleac 22460,187.0,1 123,11.0,1460.0
"Cotes d'armor, merléac, ancien maison d'école de 3 chambres avec 2 appartements à deux chambres",https://www.etreproprio.com/immobilier-21327369-vente-cotes-d-armor-merleac-ancien-maison-d-ecole-de-3-chambres-avec-2-appartements-a-deux-chambres-merleac,225000.0,Merleac 22460,198.0,1 386,14.0,1136.0
"Longère d'exception de 1811, alliant charme et authenticité",https://www.etreproprio.com/immobilier-23771956-vente-longere-d-exception-de-1811-alliant-charme-et-authenticite-merleac,332000.0,Merleac 22460,210.0,2 855,8.0,1581.0
Ancienne école à finir de rénover,https://www.etreproprio.com/immobilier-23033591-vente-ancienne-ecole-a-finir-de-renover-merleac,225000.0,Merleac 22460,222.0,1 556,12.0,1014.0
Maison 97m² à merleac,https://www.etreproprio.com/immobilier-23741592-vente-maison-97m-a-merleac-merleac,45000.0,Merleac 22460,97.0,1 493,3.0,464.0
Manoir d'exception à merléac,https://www.etreproprio.com/immobilier-23116987-vente-manoir-d-exception-a-merleac-merleac,388000.0,Merleac 22460,172.0,3 263,6.0,2256.0
Maison 182m² à merleac,https://www.etreproprio.com/immobilier-19099388-vente-maison-182m-a-merleac-merleac,60000.0,Merleac 22460,182.0,547,11.0,330.0
Le merzer - maison avec tipi,https://www.etreproprio.com/immobilier-23287496-vente-le-merzer-maison-avec-tipi-le-merzer,196500.0,Le Merzer 22200,113.0,1 225,6.0,1739.0
Maison 152m² à le merzer,https://www.etreproprio.com/immobilier-23494944-vente-maison-152m-a-le-merzer-le-merzer,365000.0,Le Merzer 22200,152.0,3 000,5.0,2401.0
Maison de 156 m² à 5 minutes de guingamp,https://www.etreproprio.com/immobilier-23399796-vente-maison-de-156-m-a-5-minutes-de-guingamp-le-merzer,212000.0,Le Merzer 22200,156.0,1 622,5.0,1359.0
Maison à vendre 5 pièces le merzer (22),https://www.etreproprio.com/immobilier-22929410-vente-maison-a-vendre-5-pieces-le-merzer-22-le-merzer,193000.0,Le Merzer 22200,113.0,,5.0,1708.0
Maison le merzer 4 pièce(s) 121 m2,https://www.etreproprio.com/immobilier-21071060-vente-maison-le-merzer-4-pieces-121-m2-le-merzer,129000.0,Le Merzer 22200,121.0,152,4.0,1066.0
Maison le merzer 4 pièce(s) 121 m2,https://www.etreproprio.com/immobilier-21547552-vente-maison-le-merzer-4-pieces-121-m2-le-merzer,129000.0,Le Merzer 22200,121.0,152,4.0,1066.0
Charmante maison de 123m2 - minihy-tréguier,https://www.etreproprio.com/immobilier-21985410-vente-charmante-maison-de-123m2-minihy-treguier-minihy-treguier,265000.0,Minihy-Treguier 22220,123.0,1 499,6.0,2154.0
Minihy-treguier maison 4 chambres,https://www.etreproprio.com/immobilier-21130809-vente-minihy-treguier-maison-4-chambres-minihy-treguier,267240.0,Minihy-Treguier 22220,120.0,1 499,6.0,2227.0
Maison 171m² à moncontour,https://www.etreproprio.com/immobilier-23873179-vente-maison-171m-a-moncontour-moncontour,265000.0,Moncontour 22510,171.0,,5.0,1550.0
Maison de caractère à moncontour,https://www.etreproprio.com/immobilier-23606507-vente-maison-de-caractere-a-moncontour-moncontour,147000.0,Moncontour 22510,73.0,,3.0,2014.0
Adossée au rempart de moncontour 4 chambres,https://www.etreproprio.com/immobilier-22346362-vente-adossee-au-rempart-de-moncontour-4-chambres-moncontour,289400.0,Moncontour 22510,152.0,999,6.0,1904.0
Charmante maison en pierre,https://www.etreproprio.com/immobilier-22086797-vente-charmante-maison-en-pierre-moncontour,267495.0,Moncontour 22510,171.0,,6.0,1564.0
Traditionnelle 5ch-vue dégagée,https://www.etreproprio.com/immobilier-22952258-vente-traditionnelle-5ch-vue-degagee-moncontour,204750.0,Moncontour 22510,118.0,2 500,8.0,1735.0
Liberkeys vous propose une maison de bourg au pied des remparts d'un  village médiéval,https://www.etreproprio.com/immobilier-23380446-vente-liberkeys-vous-propose-une-maison-de-bourg-au-pied-des-remparts-d-un-village-medieval-moncontour,233400.0,Moncontour 22510,147.0,160,5.0,1588.0
Maison 147m² à moncontour,https://www.etreproprio.com/immobilier-22141825-vente-maison-147m-a-moncontour-moncontour,233200.0,Moncontour 22510,147.0,200,5.0,1586.0
Propriété de 112m2 sur un parc arboré de plus de 6 hectares,https://www.etreproprio.com/immobilier-21728220-vente-propriete-de-112m2-sur-un-parc-arbore-de-plus-de-6-hectares-moncontour,514000.0,Moncontour 22510,112.0,62 407,11.0,4589.0
